"编号","开始答题时间","结束答题时间","答题时长","1.性别","2.年龄","3.饮食偏好:是否喜欢辣","3.饮食偏好:是否喜欢甜","3.饮食偏好:是否喜欢酸","3.饮食偏好:是否偏爱素食","3.饮食偏好:能否接受生食（如刺身）","3.饮食偏好:能否接受冷食（如冰淇淋）","3.饮食偏好:能否接受带有臭味的食物（如螺蛳粉 榴莲 臭豆腐）","3.饮食偏好:能否接受重口味食物","3.饮食偏好:能否接受清淡口味食物","4.您喜欢的菜系（多选）:川菜（如麻辣香锅、毛血旺）","4.您喜欢的菜系（多选）:粤菜&港式（如烧腊、菠萝油）","4.您喜欢的菜系（多选）:湘菜（如小炒黄牛肉）","4.您喜欢的菜系（多选）:江浙菜（如西湖醋鱼、东坡肉）","4.您喜欢的菜系（多选）:日料（如寿司、刺身）","4.您喜欢的菜系（多选）:韩餐（如石锅拌饭）","4.您喜欢的菜系（多选）:西餐（如牛排、披萨）","4.您喜欢的菜系（多选）:东南亚风格（如冬阴功汤）","4.您喜欢的菜系（多选）:其他____{fillblank-514a}","4.您喜欢的菜系（多选）:其他____{fillblank-514a}[选项填空]","5.为食物打分:沙拉","5.为食物打分:麻辣香锅","5.为食物打分:酸菜鱼","5.为食物打分:甜甜圈","5.为食物打分:水煮蔬菜","5.为食物打分:白切鸡","5.为食物打分:寿司","5.为食物打分:麻辣烫","5.为食物打分:韩式炸鸡","5.为食物打分:冬阴功汤","5.为食物打分:蜜汁叉烧","5.为食物打分:烧烤","5.为食物打分:菌菇汤","5.为食物打分:卤味","5.为食物打分:蛋挞","5.为食物打分:红烧肉","5.为食物打分:汉堡","5.为食物打分:石锅拌饭","5.为食物打分:煲仔饭","5.为食物打分:皮蛋瘦肉粥","5.为食物打分:刺身","5.为食物打分:牛排","5.为食物打分:披萨","5.为食物打分:冰淇淋","5.为食物打分:布丁","5.为食物打分:新疆爆辣炒粉","5.为食物打分:小笼包","5.为食物打分:酸辣粉","5.为食物打分:小米粥","5.为食物打分:螺蛳粉","语言","清洗数据结果","智能清洗数据无效概率","地理位置国家和地区","地理位置省","地理位置市","自定义字段","IP","UA","Referrer",
"191","16-Apr-2025 16:33:25","16-Apr-2025 16:35:13","108","B.男","C.31-50岁","B.否","B.否","B.否","B.否","A.是","A.是","B.否","A.是","A.是","A.川菜（如麻辣香锅、毛血旺）","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","F.韩餐（如石锅拌饭）","G.西餐（如牛排、披萨）","H.东南亚风格（如冬阴功汤）","","","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","3","4","4","4","5","4","3","3","3","3","3","3","3","3","简体中文","未清洗","","中国","福建省","福州市","","110.83.38.82","Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.56(0x1800383b) NetType/WIFI Language/zh_CN","",
"190","16-Apr-2025 16:32:26","16-Apr-2025 16:34:07","101","B.男","C.31-50岁","A.是","A.是","B.否","B.否","A.是","A.是","A.是","A.是","A.是","A.川菜（如麻辣香锅、毛血旺）","","","","","","","","","","3","5","5","1","2","2","2","5","2","2","3","4","1","5","3","5","5","5","5","5","5","5","3","3","3","5","5","2","5","1","简体中文","未清洗","","中国","","","","240e:478:3a98:19f1:6d1a:d366:a3b6:21e3","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003931) NetType/4G Language/zh_CN","",
"189","16-Apr-2025 16:31:27","16-Apr-2025 16:33:26","119","A.女","C.31-50岁","A.是","A.是","A.是","A.是","B.否","A.是","A.是","A.是","A.是","A.川菜（如麻辣香锅、毛血旺）","","C.湘菜（如小炒黄牛肉）","","E.日料（如寿司、刺身）","","G.西餐（如牛排、披萨）","","","","3","5","5","3","5","3","5","5","3","3","3","4","5","3","5","4","4","3","4","5","5","5","3","4","4","0","5","5","5","5","简体中文","未清洗","","中国","湖北省","襄阳市","","58.51.63.191","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.50(0x1800323d) NetType/WIFI Language/zh_CN","",
"188","16-Apr-2025 16:31:12","16-Apr-2025 16:32:38","86","A.女","D.51岁及以上","A.是","A.是","A.是","B.否","A.是","A.是","A.是","A.是","A.是","A.川菜（如麻辣香锅、毛血旺）","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","F.韩餐（如石锅拌饭）","G.西餐（如牛排、披萨）","H.东南亚风格（如冬阴功汤）","","","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","简体中文","未清洗","","中国","江苏省","常州市","","222.185.124.35","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003931) NetType/WIFI Language/zh_CN","",
"187","16-Apr-2025 16:28:31","16-Apr-2025 16:30:43","132","A.女","C.31-50岁","A.是","A.是","B.否","B.否","A.是","A.是","A.是","A.是","A.是","A.川菜（如麻辣香锅、毛血旺）","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","F.韩餐（如石锅拌饭）","G.西餐（如牛排、披萨）","H.东南亚风格（如冬阴功汤）","","","5","5","5","3","3","3","5","3","2","5","5","5","5","5","5","3","3","5","3","3","5","5","3","2","3","2","2","3","3","3","简体中文","未清洗","","中国","广东省","广州市","","59.41.116.192","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 NetType/WIFI MicroMessenger/7.0.20.1781(0x6700143B) WindowsWechat(0x63090c33) XWEB/11581 Flue","",
"186","16-Apr-2025 16:26:58","16-Apr-2025 16:30:02","184","B.男","C.31-50岁","A.是","B.否","B.否","A.是","B.否","B.否","B.否","A.是","A.是","","","C.湘菜（如小炒黄牛肉）","","E.日料（如寿司、刺身）","","G.西餐（如牛排、披萨）","","","","3","3","3","0","3","3","0","3","3","3","3","0","3","3","0","3","0","0","3","0","3","3","0","0","0","0","3","0","3","0","简体中文","未清洗","","中国","江苏省","常州市","","222.188.135.202","Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003931) NetType/WIFI Language/zh_CN","",
"185","16-Apr-2025 16:24:11","16-Apr-2025 16:27:12","181","B.男","C.31-50岁","A.是","B.否","A.是","B.否","A.是","A.是","A.是","B.否","A.是","A.川菜（如麻辣香锅、毛血旺）","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","D.江浙菜（如西湖醋鱼、东坡肉）","","","","","","","5","5","5","3","4","4","3","4","3","4","5","5","5","5","3","3","3","3","4","4","4","3","3","3","3","3","4","4","5","3","简体中文","未清洗","","中国","山东省","","","123.131.155.213","Mozilla/5.0 (Linux; Android 15; PGW110 Build/AP3A.240617.008; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.136 Mobile Safari/537.36 XWEB/1340043 MMWEBSDK/20250201 MMWEBID/3420 MicroMessenger/8.0.57.2820(0x2800393F) WeChat/arm64","",
"184","16-Apr-2025 16:25:05","16-Apr-2025 16:26:41","96","A.女","C.31-50岁","B.否","A.是","A.是","A.是","B.否","B.否","B.否","B.否","A.是","","","C.湘菜（如小炒黄牛肉）","D.江浙菜（如西湖醋鱼、东坡肉）","","","","","","","2","3","3","3","1","1","1","3","1","1","0","1","4","1","3","3","2","3","3","3","0","2","3","3","2","0","3","3","3","0","简体中文","未清洗","","中国","","","","240e:46d:1800:3b0a:e0b2:8733:be33:8a09","Mozilla/5.0 (iPhone; CPU iPhone OS 15_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.47(0x18002f2c) NetType/4G Language/zh_CN","",
"183","16-Apr-2025 16:21:35","16-Apr-2025 16:26:04","269","A.女","D.51岁及以上","B.否","B.否","B.否","B.否","B.否","A.是","B.否","B.否","A.是","","","","","","","","","I.其他____________","淮扬菜","2","1","3","1","5","2","2","0","1","0","3","2","5","3","3","5","3","2","2","5","3","3","3","3","2","0","3","0","5","0","简体中文","未清洗","","中国","江苏省","常州市","","117.63.252.62","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.47(0x18002f2c) NetType/WIFI Language/zh_CN","",
"182","16-Apr-2025 16:23:45","16-Apr-2025 16:25:45","120","A.女","D.51岁及以上","A.是","B.否","A.是","B.否","A.是","A.是","A.是","A.是","A.是","A.川菜（如麻辣香锅、毛血旺）","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","F.韩餐（如石锅拌饭）","G.西餐（如牛排、披萨）","H.东南亚风格（如冬阴功汤）","","","3","3","5","1","2","3","3","5","3","4","4","2","3","5","1","2","1","1","3","4","5","5","3","3","2","2","3","5","4","4","简体中文","未清洗","","中国","江苏省","常州市","","2409:8a20:3a3e:eea0:54a1:5602:ea0f:5c1c","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003931) NetType/WIFI Language/zh_CN","",
"181","16-Apr-2025 16:24:00","16-Apr-2025 16:25:30","90","A.女","B.19-30岁","A.是","A.是","A.是","A.是","A.是","A.是","B.否","A.是","A.是","A.川菜（如麻辣香锅、毛血旺）","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","","E.日料（如寿司、刺身）","F.韩餐（如石锅拌饭）","G.西餐（如牛排、披萨）","H.东南亚风格（如冬阴功汤）","","","4","4","1","1","4","3","3","4","4","3","2","2","0","2","2","2","2","4","2","2","3","4","3","5","4","3","3","2","2","0","简体中文","未清洗","","中国","广东省","深圳市","","2408:8459:3460:b037:89ed:4c06:7143:9627","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003931) NetType/4G Language/en","",
"180","16-Apr-2025 16:23:37","16-Apr-2025 16:25:27","110","A.女","C.31-50岁","A.是","A.是","A.是","A.是","B.否","B.否","A.是","A.是","A.是","A.川菜（如麻辣香锅、毛血旺）","","C.湘菜（如小炒黄牛肉）","D.江浙菜（如西湖醋鱼、东坡肉）","","","G.西餐（如牛排、披萨）","H.东南亚风格（如冬阴功汤）","","","5","4","5","2","3","0","3","3","0","3","3","2","4","3","0","3","3","3","3","4","0","4","4","1","3","3","4","3","4","4","简体中文","未清洗","","中国","江苏省","常州市","","218.93.172.168","Mozilla/5.0 (Linux; Android 12; PLA-AL10 Build/HUAWEIPLA-AL10; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300493 MMWEBSDK/20250201 MMWEBID/7183 MicroMessenger/8.0.57.2820(0x2800393D) WeChat/arm6","",
"179","16-Apr-2025 16:23:12","16-Apr-2025 16:24:37","85","B.男","C.31-50岁","A.是","B.否","A.是","A.是","B.否","B.否","A.是","A.是","A.是","A.川菜（如麻辣香锅、毛血旺）","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","D.江浙菜（如西湖醋鱼、东坡肉）","","","","","","","5","5","5","0","3","5","1","1","1","1","1","2","3","2","0","5","1","5","5","5","1","3","0","1","0","0","3","3","5","0","简体中文","未清洗","","中国","江苏省","常州市","","114.228.14.25","Mozilla/5.0 (Linux; Android 12; ALT-AL00 Build/HUAWEIALT-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300493 MMWEBSDK/20250201 MMWEBID/8602 MicroMessenger/8.0.57.2820(0x2800393F) WeChat/arm6","",
"178","16-Apr-2025 16:21:06","16-Apr-2025 16:23:46","160","A.女","D.51岁及以上","B.否","B.否","A.是","A.是","A.是","B.否","B.否","B.否","A.是","","","C.湘菜（如小炒黄牛肉）","D.江浙菜（如西湖醋鱼、东坡肉）","","F.韩餐（如石锅拌饭）","G.西餐（如牛排、披萨）","","","","3","3","5","3","4","5","5","1","5","5","5","3","5","5","5","5","3","3","3","5","3","5","3","3","3","3","3","1","5","1","简体中文","未清洗","","中国","江苏省","常州市","","180.116.194.63","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003931) NetType/WIFI Language/zh_CN","",
"177","16-Apr-2025 16:20:46","16-Apr-2025 16:22:45","119","B.男","D.51岁及以上","A.是","B.否","A.是","B.否","A.是","A.是","B.否","A.是","A.是","A.川菜（如麻辣香锅、毛血旺）","B.粤菜&港式（如烧腊、菠萝油）","","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","","G.西餐（如牛排、披萨）","","","","3","4","4","0","2","4","2","4","3","2","4","5","4","5","3","5","3","3","3","5","5","4","3","4","3","0","5","4","3","0","简体中文","未清洗","","中国","江苏省","常州市","","240e:478:4260:817a:c70:d40:fa6b:edc8","Mozilla/5.0 (Linux; Android 12; HBN-AL80 Build/HUAWEIHBN-AL80; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.136 Mobile Safari/537.36 XWEB/1340043 MMWEBSDK/20250201 MMWEBID/3061 MicroMessenger/8.0.57.2820(0x2800393F) WeChat/arm6","",
"176","16-Apr-2025 16:21:04","16-Apr-2025 16:22:33","89","A.女","C.31-50岁","B.否","A.是","A.是","B.否","A.是","A.是","A.是","A.是","A.是","","B.粤菜&港式（如烧腊、菠萝油）","","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","","G.西餐（如牛排、披萨）","H.东南亚风格（如冬阴功汤）","","","5","0","3","3","3","5","5","3","3","5","5","5","5","5","5","5","3","3","5","5","5","5","5","3","3","0","3","0","3","4","简体中文","未清洗","","中国","广东省","深圳市","","14.155.87.74","Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003931) NetType/WIFI Language/zh_CN","",
"175","16-Apr-2025 16:20:25","16-Apr-2025 16:22:30","125","B.男","D.51岁及以上","A.是","B.否","B.否","B.否","A.是","B.否","A.是","A.是","A.是","A.川菜（如麻辣香锅、毛血旺）","","C.湘菜（如小炒黄牛肉）","D.江浙菜（如西湖醋鱼、东坡肉）","","","","","","","0","5","5","0","0","3","3","5","0","0","0","5","4","4","4","4","0","5","5","5","5","5","1","1","1","0","4","3","3","1","简体中文","未清洗","","中国","江苏省","南京市","","240e:478:868:4ff1:7c00:ecff:feaa:c571","Mozilla/5.0 (Linux; Android 12; RTE-AL00 Build/HUAWEIRNA-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.136 Mobile Safari/537.36 XWEB/1340043 MMWEBSDK/20250201 MMWEBID/5471 MicroMessenger/8.0.57.2820(0x2800393F) WeChat/arm6","",
"174","16-Apr-2025 16:20:46","16-Apr-2025 16:22:20","94","B.男","C.31-50岁","A.是","B.否","A.是","B.否","B.否","A.是","A.是","A.是","B.否","A.川菜（如麻辣香锅、毛血旺）","","C.湘菜（如小炒黄牛肉）","","","","","","","","1","5","5","1","3","1","0","5","3","4","4","5","5","5","2","5","2","3","1","4","0","4","1","4","2","0","3","5","3","5","简体中文","未清洗","","中国","广东省","广州市","","120.230.100.96","Mozilla/5.0 (Linux; Android 14; 22021211RC Build/UKQ1.231207.002; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300473 MMWEBSDK/20250201 MMWEBID/7363 MicroMessenger/8.0.57.2820(0x2800393F) WeChat/a","",
"173","16-Apr-2025 16:20:37","16-Apr-2025 16:21:37","60","A.女","B.19-30岁","B.否","A.是","A.是","B.否","B.否","A.是","B.否","A.是","A.是","","B.粤菜&港式（如烧腊、菠萝油）","","D.江浙菜（如西湖醋鱼、东坡肉）","","","G.西餐（如牛排、披萨）","","","","2","0","2","4","3","5","1","1","4","2","5","3","5","4","5","5","5","4","4","5","0","5","3","3","4","0","5","0","3","0","简体中文","未清洗","","中国","江苏省","徐州市","","240e:478:2640:399d:74c1:bbff:fea3:2d07","Mozilla/5.0 (Linux; Android 12; 2201123C Build/SKQ1.211006.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.136 Mobile Safari/537.36 XWEB/1340043 MMWEBSDK/20241202 MMWEBID/1646 MicroMessenger/8.0.56.2800(0x2800385E) WeChat/arm","",
"172","16-Apr-2025 16:19:24","16-Apr-2025 16:21:28","124","A.女","B.19-30岁","B.否","A.是","B.否","B.否","A.是","A.是","B.否","B.否","A.是","","","","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","F.韩餐（如石锅拌饭）","G.西餐（如牛排、披萨）","","","","3","1","1","4","3","2","4","1","3","2","4","4","4","3","4","4","4","4","0","3","4","4","4","4","4","1","3","1","4","1","简体中文","未清洗","","中国","广东省","深圳市","","116.31.95.41","Mozilla/5.0 (iPad; CPU OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.56(0x1800383b) NetType/WIFI Language/zh_CN","",
"171","16-Apr-2025 16:19:33","16-Apr-2025 16:21:12","99","A.女","D.51岁及以上","A.是","A.是","A.是","B.否","B.否","B.否","B.否","B.否","A.是","A.川菜（如麻辣香锅、毛血旺）","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","","G.西餐（如牛排、披萨）","","","","3","3","3","1","3","2","5","2","2","4","4","4","3","5","4","5","3","2","3","2","0","5","3","2","2","2","3","2","3","0","简体中文","未清洗","","中国","江苏省","常州市","","2409:8924:3a3a:164b:b15e:fd94:f989:f0fe","Mozilla/5.0 (iPhone; CPU iPhone OS 15_0_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003931) NetType/4G Language/zh_CN","",
"170","16-Apr-2025 16:19:00","16-Apr-2025 16:21:06","126","A.女","D.51岁及以上","B.否","B.否","A.是","A.是","A.是","A.是","B.否","B.否","A.是","","","","D.江浙菜（如西湖醋鱼、东坡肉）","","","","","","","3","1","5","1","5","3","3","1","1","5","5","1","5","5","3","5","2","3","3","5","3","5","3","3","3","1","1","1","5","0","简体中文","未清洗","","中国","","","","2409:8929:a832:487:2503:a852:59a6:6af","Mozilla/5.0 (Linux; Android 12; ALT-AL10 Build/HUAWEIALT-AL10E; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.136 Mobile Safari/537.36 XWEB/1340043 MMWEBSDK/20250201 MMWEBID/1976 MicroMessenger/8.0.57.2820(0x2800393D) WeChat/arm","",
"169","16-Apr-2025 16:18:44","16-Apr-2025 16:20:23","99","A.女","C.31-50岁","B.否","A.是","B.否","B.否","B.否","A.是","A.是","A.是","A.是","","B.粤菜&港式（如烧腊、菠萝油）","","","","","G.西餐（如牛排、披萨）","","","","3","3","3","2","1","0","4","4","4","3","4","4","1","1","3","2","4","3","4","4","0","4","3","4","4","1","4","2","4","3","简体中文","未清洗","","中国","江苏省","常州市","","58.216.49.42","Mozilla/5.0 (Linux; Android 15; PKM110 Build/UKQ1.231108.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300473 MMWEBSDK/20250201 MMWEBID/6549 MicroMessenger/8.0.57.2820(0x2800393F) WeChat/arm64","",
"168","16-Apr-2025 16:17:54","16-Apr-2025 16:19:16","82","A.女","B.19-30岁","A.是","A.是","A.是","A.是","A.是","A.是","A.是","A.是","A.是","A.川菜（如麻辣香锅、毛血旺）","","","","E.日料（如寿司、刺身）","","","H.东南亚风格（如冬阴功汤）","","","3","3","3","0","3","1","2","3","1","2","1","2","1","0","1","1","1","0","0","0","2","0","0","0","0","0","1","1","1","1","简体中文","未清洗","","中国","江苏省","常州市","","240e:478:4228:2463:1153:d472:5f7e:d6ce","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003931) NetType/4G Language/zh_CN","",
"167","16-Apr-2025 16:17:24","16-Apr-2025 16:19:09","105","B.男","C.31-50岁","B.否","A.是","B.否","A.是","B.否","A.是","B.否","B.否","A.是","","B.粤菜&港式（如烧腊、菠萝油）","","D.江浙菜（如西湖醋鱼、东坡肉）","","","","H.东南亚风格（如冬阴功汤）","","","3","3","4","3","4","4","4","3","3","4","4","3","5","3","3","3","3","3","3","4","2","4","3","3","3","2","4","3","4","1","简体中文","未清洗","","中国","江苏省","常州市","","2409:8924:3a5c:4013:e8d0:9cff:fed2:d73e","Mozilla/5.0 (Linux; Android 15; 24122RKC7C Build/AQ3A.240829.003; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.136 Mobile Safari/537.36 XWEB/1340043 MMWEBSDK/20250201 MMWEBID/3251 MicroMessenger/8.0.57.2820(0x28003978) WeChat/a","",
"166","16-Apr-2025 16:16:23","16-Apr-2025 16:18:46","143","A.女","C.31-50岁","B.否","B.否","B.否","A.是","A.是","A.是","A.是","A.是","A.是","A.川菜（如麻辣香锅、毛血旺）","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","F.韩餐（如石锅拌饭）","G.西餐（如牛排、披萨）","","","","3","2","4","0","3","1","3","5","3","1","0","3","5","3","2","4","2","1","3","1","3","3","1","4","3","0","4","1","3","5","简体中文","未清洗","","中国","江苏省","常州市","","222.185.124.36","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.42(0x18002a32) NetType/WIFI Language/zh_CN","",
"165","16-Apr-2025 16:16:12","16-Apr-2025 16:18:29","137","A.女","C.31-50岁","A.是","A.是","A.是","B.否","A.是","A.是","A.是","A.是","A.是","A.川菜（如麻辣香锅、毛血旺）","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","F.韩餐（如石锅拌饭）","G.西餐（如牛排、披萨）","","","","5","5","5","3","3","3","5","3","5","3","3","3","5","3","3","3","5","5","5","5","5","5","5","5","3","3","5","5","5","5","简体中文","未清洗","","中国","","","","2408:893a:1181:70da:65b9:72e4:2ab:5e7c","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003931) NetType/WIFI Language/zh_CN","",
"164","16-Apr-2025 16:15:28","16-Apr-2025 16:18:27","179","A.女","C.31-50岁","A.是","A.是","B.否","A.是","B.否","A.是","A.是","A.是","A.是","A.川菜（如麻辣香锅、毛血旺）","","","D.江浙菜（如西湖醋鱼、东坡肉）","","","","","","","3","5","5","3","3","3","1","5","3","1","1","5","3","3","3","5","3","3","3","5","3","3","1","3","1","3","5","5","5","3","简体中文","未清洗","","中国","江苏省","常州市","","2408:823c:3b8b:d950:d1e9:d113:6284:f1f9","Mozilla/5.0 (Linux; Android 13; RMO-AN00 Build/HONORRMO-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300473 MMWEBSDK/20250201 MMWEBID/6999 MicroMessenger/8.0.57.2820(0x28003997) WeChat/arm64","",
"163","16-Apr-2025 16:16:27","16-Apr-2025 16:18:14","107","A.女","C.31-50岁","A.是","A.是","A.是","B.否","B.否","A.是","A.是","A.是","A.是","A.川菜（如麻辣香锅、毛血旺）","","C.湘菜（如小炒黄牛肉）","D.江浙菜（如西湖醋鱼、东坡肉）","","","G.西餐（如牛排、披萨）","H.东南亚风格（如冬阴功汤）","","","2","4","5","3","0","3","1","3","3","3","3","5","5","5","4","4","3","2","3","3","0","4","4","5","4","4","4","4","3","0","简体中文","未清洗","","中国","江苏省","常州市","","222.185.124.35","Mozilla/5.0 (iPhone; CPU iPhone OS 17_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003932) NetType/WIFI Language/zh_CN","",
